ID_Equipo,Fecha_Servicio,Ciudad,Sector_Industrial,Magnitud,Tipo_Instrumento,Temp_Ambiente_C,Humedad_Relativa_perc,Presion_Barometrica_hPa,Incertidumbre,Error_Encontrado,Dias_Desde_Ultima_Calibracion,Estado_Final
EQ-6358-0584,2026-03-19,Quito,Petrolero,Masa,Balanza industrial,16.2,52.4,738.1,0.026,0.020,345.0,Cumple
EQ-5097-0585,2026-02-06,Guayaquil,Alimentos,Presión,Manómetro analógico,25.0,75.3,1009.5,0.09,0.11,354.0,Cumple
EQ-1601-0586,2025-12-08,Quito,Farmacéutico,Masa,Balanza industrial,18.7,56.0,731.6,0.023,0.027,565.0,Cumple
EQ-9028-0587,2026-01-31,Cuenca,Manufactura,Masa,Balanza industrial,16.3,65.6,750.4,0.027,0.016,361.0,Cumple
EQ-3182-0588,2025-08-16,Quito,Alimentos,Presión,Vacuómetro,15.8,49.0,732.2,0.11,1.10,626.0,No Cumple
EQ-1356-0589,2025-08-31,Cuenca,Alimentos,Temperatura,Estufa de incubación,13.7,59.0,749.7,0.06,0.19,345.0,Cumple
EQ-8875-0590,2026-06-23,Cuenca,Manufactura,Presión,Manómetro analógico,14.6,60.2,753.0,0.11,0.29,304.0,Cumple
EQ-6999-0591,2026-06-17,Quito,Alimentos,Temperatura,Termómetro digital,17.2,41.9,732.9,0.04,0.14,311.0,Cumple
EQ-5159-0592,2025-11-21,Manta,Alimentos,Temperatura,Estufa de incubación,27.3,70.5,1013.4,0.04,0.28,467.0,Cumple
EQ-8636-0593,2025-08-31,Quito,Farmacéutico,Presión,Vacuómetro,16.9,58.5,733.1,0.10,0.85,680.0,No Cumple
EQ-4256-0594,2026-06-27,Guayaquil,Alimentos,Temperatura,Termocupla,25.3,67.5,1014.1,0.06,0.13,350.0,Cumple
EQ-7021-0595,2025-07-29,Guayaquil,Alimentos,Temperatura,Termocupla,28.8,73.8,1010.1,0.05,0.41,393.0,Cumple
EQ-5483-0596,2026-03-25,Guayaquil,Alimentos,Temperatura,Termómetro digital,28.0,86.6,1017.1,0.05,0.94,1390.0,No Cumple
EQ-9393-0597,2025-09-05,Quito,Manufactura,Presión,Transmisor de presión,14.3,63.5,733.7,0.15,0.96,562.0,No Cumple
EQ-7552-0598,2025-11-04,Quito,Petrolero,Volumen,Bureta digital,17.2,53.9,730.7,0.007,0.020,491.0,Cumple
EQ-5981-0599,2025-12-14,Guayaquil,Manufactura,Temperatura,Termómetro digital,24.7,84.6,1012.9,0.04,0.15,445.0,Cumple
EQ-4576-0600,2026-04-22,Guayaquil,Manufactura,Volumen,Pipeta de pistón,22.8,80.2,1015.0,0.006,0.011,352.0,Cumple
EQ-1887-0601,2025-12-10,Quito,Manufactura,Masa,Balanza analítica,16.2,63.4,735.4,0.025,0.020,410.0,Cumple
EQ-7731-0602,2025-10-24,Quito,Alimentos,Masa,Balanza de precisión,15.6,57.3,734.3,0.026,0.011,352.0,Cumple
EQ-2057-0603,2025-11-13,Guayaquil,Alimentos,Volumen,Matraz aforado,25.1,78.7,1012.0,0.008,0.010,339.0,Cumple
EQ-9338-0604,2026-05-11,Cuenca,Alimentos,Presión,Vacuómetro,16.6,53.8,746.0,0.16,0.66,686.0,No Cumple
EQ-9720-0605,2026-06-10,Guayaquil,Manufactura,Temperatura,Termocupla,25.6,75.8,1012.1,0.05,0.27,347.0,Cumple
EQ-5892-0606,2025-11-16,Guayaquil,Alimentos,Masa,Balanza industrial,26.3,76.3,1009.7,0.022,0.031,314.0,Cumple
EQ-8906-0607,2025-07-07,Cuenca,Manufactura,Temperatura,Termómetro digital,16.1,60.0,746.0,0.05,0.26,497.0,Cumple
EQ-2486-0608,2026-06-13,Cuenca,Alimentos,Temperatura,Termocupla,15.8,63.8,750.1,0.07,0.12,346.0,Cumple
EQ-9349-0609,2025-11-23,Cuenca,Alimentos,Masa,Balanza de precisión,15.5,63.2,747.7,0.022,0.021,389.0,Cumple
EQ-9559-0610,2025-09-26,Guayaquil,Manufactura,Presión,Manómetro analógico,25.7,86.2,1009.4,0.14,0.18,328.0,Cumple
EQ-6326-0611,2026-04-16,Guayaquil,Petrolero,Temperatura,Termómetro digital,27.0,72.0,1013.6,0.05,0.32,358.0,Cumple
EQ-9015-0612,2025-11-18,Cuenca,Manufactura,Volumen,Pipeta de pistón,16.3,65.5,749.9,0.008,0.010,378.0,Cumple
EQ-6209-0613,2026-03-04,Guayaquil,Farmacéutico,Presión,Vacuómetro,26.7,76.1,1012.4,0.14,0.12,368.0,Cumple
EQ-6564-0614,2025-11-20,Cuenca,Manufactura,Volumen,Bureta digital,16.0,53.0,753.1,0.009,0.009,361.0,Cumple
EQ-6899-0615,2026-02-21,Guayaquil,Manufactura,Presión,Manómetro analógico,26.2,75.3,1013.6,0.11,0.17,336.0,Cumple
EQ-3968-0616,2026-03-23,Manta,Petrolero,Volumen,Pipeta de pistón,25.2,75.4,1013.8,0.008,0.017,341.0,Cumple
EQ-2279-0617,2025-08-08,Cuenca,Alimentos,Volumen,Bureta digital,13.1,54.8,746.8,0.007,0.018,532.0,Cumple
EQ-3856-0618,2026-04-08,Quito,Farmacéutico,Presión,Vacuómetro,17.6,54.1,736.5,0.11,0.30,319.0,Cumple
EQ-5218-0619,2025-09-04,Cuenca,Alimentos,Volumen,Pipeta de pistón,15.0,64.9,751.0,0.008,0.017,354.0,Cumple
EQ-9650-0620,2025-11-14,Quito,Alimentos,Masa,Balanza industrial,14.7,48.3,738.2,0.024,0.024,393.0,Cumple
EQ-9528-0621,2025-11-14,Guayaquil,Alimentos,Temperatura,Termocupla,25.2,80.7,1011.1,0.04,0.38,553.0,Cumple
EQ-7272-0622,2026-01-20,Guayaquil,Alimentos,Presión,Transmisor de presión,25.0,79.3,1013.4,0.11,0.22,363.0,Cumple
EQ-2742-0623,2025-07-05,Quito,Manufactura,Volumen,Pipeta de pistón,17.3,55.9,737.3,0.009,0.013,341.0,Cumple
EQ-4519-0624,2025-09-30,Guayaquil,Manufactura,Volumen,Bureta digital,26.7,81.3,1012.6,0.007,0.011,352.0,Cumple
EQ-1473-0625,2026-01-17,Manta,Alimentos,Masa,Balanza analítica,25.6,80.2,1011.4,0.022,0.194,1123.0,No Cumple
EQ-8599-0626,2025-08-17,Manta,Manufactura,Temperatura,Estufa de incubación,23.3,74.3,1008.1,0.06,0.21,308.0,Cumple
EQ-4946-0627,2026-05-13,Cuenca,Manufactura,Volumen,Bureta digital,,,,0.007,0.021,,Cumple
EQ-4435-0628,2026-01-06,Quito,Manufactura,Temperatura,Termómetro digital,18.6,69.6,733.0,0.05,0.19,328.0,Cumple
EQ-8028-0629,2026-01-23,Guayaquil,Alimentos,Temperatura,Termocupla,25.5,80.8,1008.2,0.06,0.17,367.0,Cumple
EQ-9323-0630,2026-04-13,Quito,Farmacéutico,Presión,Manómetro analógico,19.4,52.7,734.4,0.16,0.45,365.0,No Cumple
EQ-9627-0631,2026-06-19,Guayaquil,Manufactura,Presión,Transmisor de presión,26.8,76.8,1010.3,0.12,0.14,352.0,Cumple
EQ-3072-0632,2025-07-04,Guayaquil,Farmacéutico,Presión,Vacuómetro,26.4,81.3,1010.8,0.13,0.22,358.0,Cumple
EQ-9416-0633,2026-04-13,Manta,Manufactura,Masa,Balanza de precisión,25.0,69.7,1011.4,0.028,0.035,741.0,Cumple
EQ-4461-0634,2025-07-01,Quito,Alimentos,Temperatura,Termocupla,16.2,54.5,734.7,0.06,0.21,444.0,Cumple
EQ-5434-0635,2025-08-05,Guayaquil,Manufactura,Temperatura,Termocupla,26.2,74.8,1008.6,0.04,0.31,371.0,Cumple
EQ-9004-0636,2025-07-29,Guayaquil,Alimentos,Temperatura,Termómetro digital,27.2,75.4,1011.6,0.04,0.12,325.0,Cumple
EQ-3239-0637,2025-07-09,Quito,Farmacéutico,Volumen,Matraz aforado,,,,0.008,0.028,,Cumple
EQ-6337-0638,2025-07-22,Guayaquil,Alimentos,Masa,Balanza analítica,29.2,79.9,1015.4,0.028,0.047,388.0,No Cumple
EQ-6959-0639,2026-05-17,Quito,Manufactura,Presión,Transmisor de presión,14.7,51.8,735.9,0.16,0.20,350.0,Cumple
EQ-7422-0640,2025-12-08,Guayaquil,Alimentos,Masa,Balanza de precisión,28.7,76.4,1012.6,0.031,0.037,491.0,Cumple
EQ-9727-0641,2026-05-21,Manta,Petrolero,Temperatura,Termocupla,23.8,70.6,1009.1,0.06,0.20,326.0,Cumple
EQ-9832-0642,2025-09-06,Cuenca,Manufactura,Volumen,Pipeta de pistón,17.0,56.1,747.7,0.009,0.012,345.0,Cumple
EQ-4097-0643,2025-07-10,Quito,Alimentos,Presión,Manómetro analógico,15.5,51.5,736.0,0.12,0.34,318.0,No Cumple
EQ-3490-0644,2025-07-11,Quito,Alimentos,Presión,Transmisor de presión,14.3,49.4,730.2,0.14,0.23,333.0,Cumple
EQ-3508-0645,2026-03-08,Guayaquil,Manufactura,Presión,Transmisor de presión,26.3,75.8,1008.3,0.13,0.22,367.0,Cumple
EQ-3358-0646,2025-07-27,Manta,Manufactura,Temperatura,Estufa de incubación,22.6,73.3,1012.8,0.05,0.11,346.0,Cumple
EQ-3150-0647,2025-07-10,Quito,Alimentos,Masa,Balanza industrial,17.3,58.0,736.1,0.026,0.017,373.0,Cumple
EQ-2000-0648,2026-04-30,Quito,Petrolero,Temperatura,Estufa de incubación,15.4,53.5,736.1,0.04,0.10,338.0,Cumple
EQ-1565-0649,2025-08-25,Quito,Petrolero,Temperatura,Termómetro digital,15.2,55.9,740.2,0.07,0.20,334.0,Cumple
EQ-5593-0650,13/02/2026,Quito,Farmacéutico,Presión,Vacuómetro,15.4,60.8,731.7,0.13,0.34,370.0,No Cumple
EQ-5904-0651,2025-07-27,Guayaquil,Manufactura,Volumen,Matraz aforado,27.7,71.4,1009.1,0.006,0.015,348.0,Cumple
EQ-3932-0652,2025-10-10,Quito,Farmacéutico,Volumen,Pipeta de pistón,17.5,63.2,736.8,0.009,0.012,341.0,Cumple
EQ-3280-0653,2026-05-01,Guayaquil,Alimentos,Presión,Vacuómetro,27.5,82.7,1014.0,0.12,0.19,426.0,Cumple
EQ-5383-0654,2025-09-18,Guayaquil,Farmacéutico,Volumen,Bureta digital,26.7,79.7,1012.5,0.008,0.013,390.0,Cumple
EQ-9852-0655,2026-03-10,Guayaquil,Alimentos,Temperatura,Termómetro digital,27.5,80.0,1010.2,0.03,0.20,339.0,Cumple
EQ-6843-0656,2025-10-11,Guayaquil,Farmacéutico,Volumen,Bureta digital,26.7,75.2,1009.5,0.008,0.017,377.0,Cumple
EQ-3096-0657,2025-10-21,Quito,Manufactura,Masa,Balanza analítica,18.6,51.5,738.5,0.024,0.014,374.0,Cumple
EQ-8492-0658,2025-07-20,Guayaquil,Alimentos,Masa,Balanza industrial,27.8,80.5,1013.3,0.026,0.042,343.0,No Cumple
EQ-3757-0659,2026-01-08,Quito,Alimentos,Presión,Manómetro analógico,14.8,64.9,737.8,0.09,0.40,374.0,No Cumple
EQ-4056-0660,2026-02-17,Quito,Petrolero,Presión,Manómetro analógico,17.5,52.9,737.9,0.13,0.19,282.0,Cumple
EQ-1878-0661,2025-07-17,Quito,Manufactura,Presión,Manómetro analógico,,,,0.11,2.82,,No Cumple
EQ-4041-0662,2025-10-11,Quito,Manufactura,Volumen,Matraz aforado,14.6,60.8,733.4,0.007,0.023,367.0,Cumple
EQ-3521-0663,2025-07-19,Guayaquil,Farmacéutico,Volumen,Bureta digital,26.2,74.8,1008.6,0.007,0.008,340.0,Cumple
EQ-7781-0664,2025-12-07,Guayaquil,Alimentos,Volumen,Pipeta de pistón,25.5,74.4,1010.1,0.009,0.019,366.0,Cumple
EQ-9023-0665,2026-03-26,Guayaquil,Farmacéutico,Temperatura,Termómetro digital,17.0,80.1,1012.4,0.05,0.19,341.0,Cumple
EQ-9946-0666,2026-03-15,Quito,Manufactura,Volumen,Bureta digital,15.9,50.7,737.2,0.009,0.011,331.0,Cumple
EQ-1475-0667,2026-03-02,Quito,Farmacéutico,Presión,Manómetro analógico,15.2,49.9,729.7,0.14,0.40,341.0,No Cumple
EQ-5925-0668,2026-02-15,Guayaquil,Farmacéutico,Presión,Transmisor de presión,29.3,76.1,1013.6,0.10,0.16,363.0,No Cumple
EQ-4619-0669,2026-06-21,Quito,Petrolero,Masa,Balanza de precisión,17.0,48.1,735.4,0.026,0.033,379.0,Cumple
EQ-9430-0670,2026-03-28,Guayaquil,Manufactura,Masa,Balanza de precisión,26.9,82.1,1011.7,0.027,0.068,353.0,No Cumple
EQ-6966-0671,2026-06-21,Quito,Petrolero,Masa,Balanza de precisión,16.7,52.8,735.3,0.023,0.014,288.0,Cumple
EQ-9892-0672,2025-08-19,Guayaquil,Alimentos,Temperatura,Termómetro digital,26.6,76.7,1014.2,0.05,0.17,344.0,Cumple
EQ-2507-0673,2026-02-01,Guayaquil,Alimentos,Temperatura,Estufa de incubación,25.2,88.3,1012.2,0.05,0.20,423.0,Cumple
EQ-8629-0674,2026-06-29,Cuenca,Alimentos,Masa,Balanza industrial,13.2,56.1,751.2,0.020,0.016,351.0,Cumple
EQ-7664-0675,2026-01-21,Guayaquil,Alimentos,Temperatura,Termómetro digital,26.8,77.5,1011.2,0.04,0.18,445.0,Cumple
EQ-3539-0676,2025-08-09,Quito,Farmacéutico,Temperatura,Termocupla,18.1,53.5,733.2,0.05,0.15,403.0,Cumple
EQ-6316-0677,2025-08-23,Guayaquil,Farmacéutico,Temperatura,Termómetro digital,27.8,72.1,1010.9,0.05,0.20,334.0,Cumple
EQ-3386-0678,2025-12-04,Quito,Manufactura,Presión,Transmisor de presión,16.4,50.6,741.3,0.12,3.72,497.0,No Cumple
EQ-9326-0679,2026-01-22,Guayaquil,Alimentos,Volumen,Matraz aforado,,,,0.009,0.015,,Cumple
EQ-1659-0680,2025-10-31,Cuenca,Alimentos,Masa,Balanza industrial,14.7,56.9,751.6,0.030,0.024,357.0,Cumple
EQ-8714-0681,2025-12-30,Quito,Alimentos,Temperatura,Termocupla,17.4,54.8,736.4,0.06,0.16,332.0,Cumple
EQ-1123-0682,2025-08-12,Cuenca,Alimentos,Temperatura,Termocupla,17.7,60.9,749.3,0.04,0.29,542.0,Cumple
EQ-1953-0683,2025-08-11,Guayaquil,Petrolero,Temperatura,Termómetro digital,26.8,80.2,1013.6,0.05,0.35,362.0,Cumple
EQ-2550-0684,2025-07-03,Quito,Alimentos,Presión,Vacuómetro,18.2,57.7,739.1,0.11,0.41,331.0,No Cumple
EQ-6783-0685,2025-10-04,Quito,Alimentos,Presión,Vacuómetro,17.8,62.9,729.1,0.09,0.56,341.0,No Cumple
EQ-5214-0686,2025-07-15,Quito,Manufactura,Volumen,Matraz aforado,15.8,55.8,732.3,0.008,0.013,352.0,Cumple
EQ-6386-0687,2025-11-03,Manta,Manufactura,Presión,Manómetro analógico,24.8,73.4,1014.5,0.08,0.15,349.0,Cumple
EQ-1460-0688,2026-03-19,Quito,Manufactura,Masa,Balanza industrial,15.2,52.5,735.6,0.027,0.035,408.0,Cumple
EQ-3683-0689,2025-11-01,Guayaquil,Alimentos,Volumen,Bureta digital,24.2,81.5,1011.4,0.007,0.013,402.0,Cumple
EQ-9245-0690,2025-07-20,Guayaquil,Manufactura,Temperatura,Termómetro digital,26.9,70.7,1011.7,0.06,0.23,391.0,Cumple
EQ-4134-0691,2025-07-26,Guayaquil,Farmacéutico,Temperatura,Estufa de incubación,25.2,81.8,1009.4,0.04,0.14,434.0,Cumple
EQ-2475-0692,2025-12-04,Cuenca,Manufactura,Volumen,Bureta digital,15.4,63.0,750.6,0.008,0.014,413.0,Cumple
EQ-7927-0693,2025-07-03,Guayaquil,Alimentos,Masa,Balanza analítica,26.8,80.1,1012.3,0.029,0.044,383.0,Cumple
EQ-8096-0694,2026-05-19,Quito,Alimentos,Masa,Balanza analítica,16.2,51.7,732.4,0.026,0.022,378.0,Cumple
EQ-4267-0695,2025-10-14,Guayaquil,Alimentos,Presión,Manómetro analógico,29.6,74.7,1015.8,0.13,0.13,357.0,Cumple
EQ-3796-0696,2025-07-02,Quito,Alimentos,Volumen,Pipeta de pistón,16.7,64.7,736.7,0.007,0.016,403.0,Cumple
EQ-4950-0697,2025-07-04,Cuenca,Alimentos,Presión,Vacuómetro,15.2,64.2,753.8,0.15,0.57,663.0,No Cumple
EQ-4680-0698,2025-12-06,Quito,Farmacéutico,Volumen,Pipeta de pistón,19.0,53.7,741.8,0.009,0.012,522.0,Cumple
EQ-9102-0699,2025-09-24,Guayaquil,Farmacéutico,Masa,Balanza de precisión,24.8,85.1,1013.1,0.019,0.061,484.0,No Cumple
EQ-4485-0700,2026-01-16,Guayaquil,Farmacéutico,Presión,Vacuómetro,26.5,75.3,1013.6,0.09,0.11,353.0,Cumple
EQ-7100-0701,2025-10-09,Guayaquil,Alimentos,Masa,Balanza analítica,29.9,80.9,1014.3,0.018,0.045,348.0,Cumple
EQ-3597-0702,2026-02-12,Quito,Farmacéutico,Presión,Transmisor de presión,14.0,61.2,734.7,0.10,0.37,352.0,No Cumple
EQ-9779-0703,2025-08-14,Guayaquil,Farmacéutico,Volumen,Pipeta de pistón,23.4,81.7,1014.8,0.009,0.020,382.0,Cumple
EQ-7913-0704,2026-02-06,Guayaquil,Alimentos,Volumen,Pipeta de pistón,26.5,81.4,1009.9,0.007,0.016,419.0,Cumple
EQ-7933-0705,2026-03-10,Quito,Manufactura,Presión,Vacuómetro,14.6,51.6,731.1,0.13,0.35,334.0,No Cumple
EQ-8526-0706,2025-08-20,Quito,Petrolero,Masa,Balanza analítica,19.0,54.1,732.3,0.026,0.016,403.0,Cumple
EQ-6950-0707,2025-12-20,Cuenca,Manufactura,Presión,Manómetro analógico,13.5,58.8,748.5,0.07,0.43,375.0,No Cumple
EQ-4427-0708,2025-12-27,Guayaquil,Alimentos,Presión,Vacuómetro,22.7,75.3,1014.3,0.12,0.22,369.0,Cumple
EQ-6057-0709,2025-09-30,Manta,Petrolero,Masa,Balanza industrial,26.4,80.0,1013.5,0.029,0.036,340.0,Cumple
EQ-8216-0710,2026-04-29,Quito,Manufactura,Presión,Manómetro analógico,17.0,49.5,736.8,0.16,0.45,337.0,No Cumple
EQ-8893-0711,2025-11-03,Quito,Manufactura,Volumen,Bureta digital,16.5,56.4,741.6,0.008,0.025,548.0,Cumple
EQ-2503-0712,2025-07-23,Quito,Farmacéutico,Volumen,Pipeta de pistón,17.8,65.2,733.1,0.008,0.019,532.0,Cumple
EQ-4457-0713,2025-08-11,Guayaquil,Alimentos,Temperatura,Estufa de incubación,24.8,78.5,1013.6,0.06,0.24,317.0,Cumple
EQ-4202-0714,2025-09-09,Quito,Alimentos,Volumen,Pipeta de pistón,16.9,57.2,740.9,0.008,0.035,962.0,No Cumple
EQ-2898-0715,2026-01-31,Manta,Manufactura,Volumen,Bureta digital,25.8,71.5,1011.4,0.008,0.013,328.0,Cumple
EQ-2291-0716,2026-02-11,Quito,Farmacéutico,Presión,Vacuómetro,18.8,56.0,735.1,0.12,0.33,400.0,No Cumple
EQ-6798-0717,2025-07-22,Quito,Alimentos,Temperatura,Termocupla,14.2,60.9,735.6,0.04,0.23,643.0,Cumple
EQ-3589-0718,2026-03-19,Quito,Petrolero,Presión,Manómetro analógico,19.8,59.7,740.8,0.12,0.56,498.0,No Cumple
EQ-2886-0719,2026-06-26,Quito,Petrolero,Presión,Manómetro analógico,15.1,53.9,733.6,0.15,0.36,349.0,No Cumple
EQ-3820-0720,2025-08-17,Guayaquil,Farmacéutico,Presión,Vacuómetro,29.8,80.7,1012.2,0.13,0.11,364.0,Cumple
EQ-4335-0721,2025-09-15,Quito,Farmacéutico,Masa,Balanza de precisión,16.3,60.6,732.1,0.036,0.029,392.0,No Cumple
EQ-8103-0722,2026-05-05,Guayaquil,Alimentos,Temperatura,Termocupla,24.4,75.7,1010.4,0.04,0.23,384.0,Cumple
EQ-4101-0723,2026-02-16,Guayaquil,Manufactura,Temperatura,Termómetro digital,26.4,71.8,1010.9,0.04,0.21,414.0,Cumple
EQ-8010-0724,2026-02-28,Quito,Farmacéutico,Volumen,Pipeta de pistón,18.3,66.1,731.5,0.007,0.052,826.0,No Cumple
EQ-1499-0725,2025-07-11,Quito,Manufactura,Presión,Manómetro analógico,17.5,58.8,732.5,0.15,0.30,330.0,No Cumple
EQ-9960-0726,2025-12-21,Manta,Manufactura,Volumen,Matraz aforado,24.8,76.8,1011.0,0.009,0.020,667.0,Cumple
EQ-3373-0727,2026-03-13,Cuenca,Alimentos,Volumen,Pipeta de pistón,14.9,63.6,746.7,0.008,0.008,359.0,Cumple
EQ-5402-0728,2026-05-06,Guayaquil,Farmacéutico,Masa,Balanza industrial,27.4,74.5,1015.1,0.020,0.019,282.0,Cumple
EQ-5704-0729,2025-09-27,Quito,Alimentos,Masa,Balanza industrial,17.8,60.0,733.4,0.019,0.017,382.0,Cumple
EQ-6983-0730,2026-04-26,Guayaquil,Manufactura,Presión,Transmisor de presión,28.2,72.7,1010.8,0.16,0.09,349.0,Cumple
EQ-7525-0731,2026-06-29,Guayaquil,Alimentos,Masa,Balanza industrial,25.8,78.8,1011.1,0.022,0.070,527.0,No Cumple
EQ-1156-0732,2026-05-13,Quito,Manufactura,Masa,Balanza industrial,15.6,62.8,737.9,0.024,0.028,451.0,No Cumple
EQ-8808-0733,2025-09-25,Cuenca,Manufactura,Volumen,Matraz aforado,16.7,69.4,744.8,0.007,0.013,397.0,Cumple
EQ-9536-0734,2025-10-13,Quito,Alimentos,Temperatura,Termocupla,16.2,64.2,739.4,0.06,0.16,320.0,Cumple
EQ-8539-0735,2026-05-01,Quito,Petrolero,Temperatura,Termómetro digital,17.9,50.4,733.9,0.05,0.55,655.0,No Cumple
EQ-5474-0736,18/03/2026,Quito,Petrolero,Volumen,Pipeta de pistón,16.4,61.0,732.5,0.008,0.014,366.0,Cumple
EQ-6802-0737,2025-08-04,Quito,Farmacéutico,Presión,Vacuómetro,16.8,46.5,734.8,0.10,0.31,329.0,Cumple
EQ-8998-0738,2025-10-06,Cuenca,Alimentos,Volumen,Pipeta de pistón,,,,0.008,0.044,,No Cumple
EQ-3260-0739,2025-10-09,Guayaquil,Alimentos,Presión,Transmisor de presión,26.7,89.7,1014.7,0.10,0.21,354.0,Cumple
EQ-2760-0740,2026-03-09,Cuenca,Alimentos,Volumen,Pipeta de pistón,14.6,62.0,747.5,0.007,0.016,334.0,Cumple
EQ-3359-0741,2025-08-01,Guayaquil,Petrolero,Temperatura,Estufa de incubación,,,,0.04,0.22,,Cumple
EQ-4646-0742,2025-09-04,Guayaquil,Farmacéutico,Temperatura,Termómetro digital,28.1,80.6,1015.4,0.06,0.12,317.0,Cumple
EQ-6881-0743,2026-03-07,Guayaquil,Manufactura,Presión,Vacuómetro,28.1,82.4,1010.3,0.14,0.20,389.0,Cumple
EQ-8471-0744,2026-06-16,Guayaquil,Farmacéutico,Masa,Balanza industrial,24.5,79.7,1011.8,0.023,0.048,370.0,Cumple
EQ-7183-0745,2025-08-21,Quito,Manufactura,Presión,Manómetro analógico,16.1,60.2,733.6,0.11,0.26,387.0,No Cumple
EQ-1790-0746,2026-03-20,Guayaquil,Alimentos,Temperatura,Estufa de incubación,24.9,73.2,1014.8,0.05,0.16,403.0,Cumple
EQ-6345-0747,2026-01-31,Quito,Alimentos,Volumen,Matraz aforado,15.8,50.6,736.6,0.007,0.017,373.0,Cumple
EQ-5175-0748,2025-09-01,Quito,Manufactura,Volumen,Matraz aforado,15.8,59.4,736.5,0.009,0.056,308.0,Cumple
EQ-2291-0749,05/01/2026,Quito,Farmacéutico,Masa,Balanza industrial,16.4,53.0,735.4,0.028,0.021,457.0,Cumple
EQ-8552-0750,2026-04-12,Manta,Petrolero,Temperatura,Termómetro digital,27.2,75.5,1013.2,0.06,0.15,332.0,Cumple
EQ-8676-0751,2025-08-31,Cuenca,Manufactura,Volumen,Matraz aforado,16.8,56.9,752.2,0.009,0.010,385.0,Cumple
EQ-6667-0752,2025-09-08,Cuenca,Alimentos,Volumen,Bureta digital,13.3,62.9,753.7,0.006,0.031,787.0,No Cumple
EQ-9947-0753,2026-04-25,Guayaquil,Alimentos,Volumen,Pipeta de pistón,28.8,74.7,1012.9,0.007,0.036,366.0,No Cumple
EQ-9608-0754,2026-05-01,Cuenca,Farmacéutico,Masa,Balanza industrial,15.2,63.5,751.4,0.026,0.018,341.0,Cumple
EQ-9688-0755,2026-05-03,Quito,Farmacéutico,Masa,Balanza de precisión,16.4,55.9,737.9,0.022,0.021,330.0,Cumple
EQ-2610-0756,2025-08-24,Guayaquil,Alimentos,Masa,Balanza de precisión,29.4,77.8,1011.2,0.028,0.052,449.0,Cumple
EQ-5523-0757,2025.11.27,Quito,Farmacéutico,Masa,Balanza de precisión,15.7,55.6,736.6,0.025,0.041,933.0,No Cumple
EQ-5862-0758,2026-03-08,Quito,Petrolero,Temperatura,Termocupla,16.3,57.6,740.2,0.03,0.20,361.0,Cumple
EQ-1609-0759,2025-07-12,Guayaquil,Manufactura,Volumen,Bureta digital,27.3,79.2,1015.2,0.008,0.048,338.0,No Cumple
EQ-2319-0760,2026-06-06,Quito,Alimentos,Volumen,Matraz aforado,16.7,55.6,735.0,0.009,0.010,392.0,Cumple
EQ-1686-0761,2026-01-23,Quito,Petrolero,Volumen,Matraz aforado,17.2,52.4,738.0,0.009,0.011,363.0,Cumple
EQ-2150-0762,2026-02-27,Cuenca,Alimentos,Volumen,Pipeta de pistón,,,,0.009,0.011,,Cumple
EQ-9644-0763,2025-12-22,Guayaquil,Farmacéutico,Masa,Balanza analítica,30.5,78.7,1014.2,0.023,0.053,375.0,Cumple
EQ-8412-0764,2025-12-08,Guayaquil,Manufactura,Volumen,Bureta digital,22.6,79.5,1012.2,0.008,0.018,510.0,Cumple
EQ-2782-0765,2025-11-11,Quito,Alimentos,Masa,Balanza de precisión,16.5,52.8,731.7,0.025,0.021,340.0,Cumple
EQ-7328-0766,2026-04-05,Guayaquil,Farmacéutico,Presión,Vacuómetro,25.6,68.7,1010.4,0.13,0.20,370.0,Cumple
EQ-8486-0767,2025-12-08,Cuenca,Alimentos,Temperatura,Estufa de incubación,13.3,64.9,747.0,0.04,0.23,411.0,Cumple
EQ-8841-0768,2025-07-29,Cuenca,Alimentos,Masa,Balanza industrial,15.6,64.3,748.1,0.028,0.031,348.0,Cumple
EQ-9860-0769,2026-02-02,Guayaquil,Alimentos,Presión,Vacuómetro,24.3,78.0,1014.0,0.14,0.16,350.0,Cumple
EQ-1359-0770,2026-01-19,Guayaquil,Alimentos,Temperatura,Termómetro digital,26.8,77.4,1018.4,0.06,0.18,310.0,Cumple
EQ-3508-0771,2025-10-26,Cuenca,Farmacéutico,Temperatura,Estufa de incubación,15.3,59.5,752.1,0.05,0.24,847.0,No Cumple
EQ-6216-0772,2025-12-16,Quito,Petrolero,Volumen,Pipeta de pistón,17.2,60.1,730.1,0.008,0.014,449.0,Cumple
EQ-3200-0773,2025-08-19,Cuenca,Alimentos,Temperatura,Termocupla,14.9,63.6,748.1,0.05,0.12,290.0,Cumple
EQ-1435-0774,2026-01-19,Guayaquil,Manufactura,Temperatura,Termómetro digital,28.2,80.2,1013.1,0.05,0.20,507.0,Cumple
EQ-2722-0775,2026-03-13,Quito,Farmacéutico,Volumen,Pipeta de pistón,15.0,48.5,731.8,0.007,0.012,337.0,Cumple
EQ-7419-0776,2026-01-29,Guayaquil,Alimentos,Volumen,Pipeta de pistón,25.0,79.9,1011.1,0.008,0.012,342.0,Cumple
EQ-2505-0777,2026-03-23,Guayaquil,Alimentos,Volumen,Bureta digital,25.3,68.9,1009.1,0.006,0.035,725.0,Cumple
